rank,uid,username,type
1,244761,kooangel,提督
2,71161734,焰语娜娜,舰长
3,675359,出云的天线,舰长
4,1668762828,Amnelis,舰长
5,33563,万受无酱,舰长
6,542204,羊葱冰沙,舰长
7,26566116,一般路过的星之卡比,舰长
8,444976250,Tomjojo,舰长
9,43657743,好想再睡多一会,舰长
10,13490,CZT_吃枕头,舰长
11,6666274,LadonQ,舰长
12,1052926133,无已时,舰长
13,179619755,gglyeah,舰长
14,36876412,一生幻梦,舰长
15,1608271,zf000ooo,舰长
16,12655115,星夜下的鑫,舰长
17,1412940,Enyc,舰长
18,3690991722695399,小_丸L犊子,舰长
19,95044,dqdqe,舰长
20,435181392,丛理,舰长
21,19227703,花きい桜雪,舰长
22,464207,饱饱Official,舰长
23,318991124,故辞要困嘎了,舰长
24,15872621,白小坎,舰长
25,411755747,可爱丶小猫,舰长
26,248516,咩咩羊,舰长
27,178546516,玖明轩,舰长
28,398403897,恰恰壳壳,舰长
29,1670680,等丶时光,舰长
30,146351226,丨柠檬酸钠丨,舰长
31,282075,Judicium,舰长
32,259762,Fantacy,舰长
33,83886734,restzero,舰长
34,371617982,Yaazee,舰长
35,8881297,钉宫妮妮Ninico,舰长
36,473491999,至極普通の魔法使い,舰长
37,66904279,wuji无极,舰长
38,1861813,softstar12,舰长
39,694259,辣条王小千,舰长
40,498511970,醉梦铃,舰长
41,6569105,冷川2344,舰长
42,20412545,白与灵魂共舞,舰长
43,487633943,吉伊她真嚣张,舰长
44,3707036904721301,将尤blus,舰长
45,1672630444,万千佳人,舰长
46,35120497,以饭之名丶,舰长
47,4053690,竹笋Az,舰长
48,3546616294280053,沐沐off,舰长
49,29562308,永雏栞病,舰长
50,241888128,香香烧烤的后槽牙OvO,舰长
51,290939920,柳木雪,舰长
52,26334976,何水墨,舰长
53,12313796,桐雨KAK,舰长
54,29370323,咸鱼丁,舰长
55,593125,自繎,舰长
56,381859235,非BR,舰长
57,8991280,某路过の执事君,舰长
58,2204231,别抢我肉饼,舰长
59,8295949,逐光暗影,舰长
