rank,uid,username,type
1,244761,kooangel,提督
2,33563,万受无酱,提督
3,71161734,焰语娜娜,舰长
4,16675787,Redicult-紅,舰长
5,675359,出云的天线,舰长
6,306581,别说话-我在潜行,舰长
7,1668762828,Amnelis,舰长
8,28219035,羽意_,舰长
9,43657743,好想再睡多一会,舰长
10,542204,羊葱冰沙,舰长
11,251481034,Sora泉,舰长
12,13490,CZT_吃枕头,舰长
13,179619755,gglyeah,舰长
14,6666274,LadonQ,舰长
15,444976250,Tomjojo,舰长
16,1052926133,无已时,舰长
17,2729248,予星以梦゜,舰长
18,67765750,坐在马桶上冥想,舰长
19,13921283,错了错了滑轨投降了,舰长
20,16257134,笨饭无聊,舰长
21,3690991722695399,小_丸L犊子,舰长
22,10126843,枼草Folias,舰长
23,2330,流星之泪,舰长
24,52765711,风稀饭大王丶,舰长
25,95044,dqdqe,舰长
26,244770143,夜魂-NightSoul,舰长
27,1608271,zf000ooo,舰长
28,20643878,枯叶寻风,舰长
29,1605379,谎言里开出的花,舰长
30,38197296,千知知知知,舰长
31,14176,DLS_MWZZ,舰长
32,509608998,封椰风风,舰长
33,1412940,Enyc,舰长
34,1996850,论存在感的重要性,舰长
35,348084566,诶嘿吼吼哈,舰长
36,8144119,江山时雨,舰长
37,70093,12dora,舰长
38,8372215,曼雋,舰长
39,36876412,一生幻梦,舰长
40,785548,帅气的仙贝,舰长
41,3673576,巴绮儿,舰长
42,5654135,推理之介,舰长
43,4874859,seasickness,舰长
44,9768418,雾隐天岚,舰长
45,26566116,一般路过的星之卡比,舰长
46,19227703,花きい桜雪,舰长
47,434156374,战炎毛毛OS,舰长
48,12884474,知识的彼岸,舰长
49,1103836485,摘一朵夕花,舰长
50,210237947,世界因你而完美,舰长
51,39669948,夜奈洛,舰长
52,1148961289,憨憨C酱处处D,舰长
53,292017965,Auuuuuya,舰长
54,3546617407867479,枫铃观,舰长
55,22985861,黑星映梦白,舰长
56,34890150,Zaa__,舰长
57,1874740060,zZzzZ_wk,舰长
58,299674884,詩酒畫年華,舰长
59,25252322,步步皆殇w,舰长
60,2001552,一欧力,舰长
61,85684371,星苒坠夜,舰长
62,8190250,辉幻,舰长
63,3493075334727999,黛拉陛下,舰长
64,908211,不会画画的柒捌,舰长
65,880449,封面未定,舰长
66,409179524,氵璃镜巜YuRikki彡,舰长
67,7223824,暗羽星云,舰长
68,329185,玥鸣雪鹤,舰长
69,117906,阿伊蕾特Ayelet,舰长
70,1670680,等丶时光,舰长
71,12912660,雾岛晴天OvO,舰长
72,290880179,我就笑ジ,舰长
73,27610133,唯_艾,舰长
74,19383195,你们怎么能这么可爱,舰长
75,1662507374,言葉LoveParadise,舰长
76,402810658,黑桐yo,舰长
77,311778604,黄昏之风日,舰长
78,2658608,龙蛋酱,舰长
79,187038110,听者zero,舰长
80,296458602,森林之眸ww,舰长
81,375240644,忘川孤木,舰长
82,1672630444,唯有知行合一,舰长
83,1496907120,安斯Ensy,舰长
84,1060140034,HunikOo,舰长
